Location,Latitude,Longitude,"Coordinates, ",Report Number,Last Modified,Repored On,Incident From,Incident To,Incident Type,,Description
" OSU East Medical Center Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-3295, 08-03-201713:39, 08-01-201711:37, 08-01-201711:20, 08-01-201712:00, Possession of Drugs,, Male staff reports possession of drugs and possession of drug paraphernalia by unknown persons. Case Closed.
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-3787, 08-26-201716:50, 08-26-201709:44, 08-26-201709:44, 08-26-201709:44, Possession of Drugs,, Male staff reports Possession of Drugs by known suspect. Case Closed.
" OSU East Medical Center Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-4518, 09-29-201714:15, 09-29-201709:01, 09-29-201708:45, 09-29-201710:44, Possession of Drugs,," Mattew A King, Male non-affiliate age 37 arrested for possession of drugs. Arrest Adult"
" University Hospitals East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-4535, 09-30-201706:31, 09-30-201700:10, 09-30-201700:10, 09-30-201700:10, Possession of Drugs,, Male staff reports Possession of Drugs by a known suspect.  Investigation Pending.
" OSU East Medical Center Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-4571, 10-02-201714:30, 10-02-201711:11, 10-02-201711:11, 10-02-201711:20, Possession of Drugs,, Male staff reports possession of drugs by known person.  Case closed.
" OSU East Medical Center Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-4836, 10-14-201718:42, 10-14-201715:34, 10-14-201714:50, 10-14-201714:50, Possession of Drugs,, Male staff reports Possession of Drugs by an unknown suspect. Case closed.
" OSU East Medical Center Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-4882, 10-18-201708:58, 10-17-201718:37, 10-17-201718:37, 10-17-201718:37, Possession of Drugs,, Male staff reports possession of drugs and drug paraphernalia by known suspect.  Case closed.
" OSU Med Center East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-2638, 10-02-201708:10, 06-13-201718:24, 06-07-201718:00, 06-11-201718:00, Rape,, Case status changed to Prosecution Declined.
" OSU Hospitals East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-0098, 01-11-201706:28, 01-11-201705:39, 01-11-201705:39, 01-11-201705:39, Resisting Arrest,," Female non affiliate, Makieu Sesay, 36yo, was arrested for  Resisting Arrest and Criminal Trespass, Arrest adult"
" OSU Hospitals East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-0845, 02-27-201712:40, 02-27-201712:38, 02-23-201707:15, 02-23-201707:25, Supplement,, Case status changed.  Theft. Investigation pending.
" OSU East Medical Center Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-3889, 10-09-201712:38, 10-09-201712:35, 10-09-201712:35, 10-09-201712:35, Supplement,, Case status change.  Arrest Juvenile.
" OSU East Hospital Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-0073, 01-09-201714:39, 01-09-201711:00, 01-09-201711:40, 01-09-201711:40, Tamper with Drugs,, Male staff reports tampering with drugs by known suspect. Case Closed.
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-0443, 02-01-201715:40, 02-01-201713:54, 02-01-201713:54, 02-01-201713:54, Theft,, Female staff reports Theft by an unknown suspect. Case closed.
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-0480, 02-13-201709:13, 02-03-201713:40, 02-03-201713:30, 02-03-201713:30, Theft,, Female staff reports theft by known suspect.   Arrest Adult.
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-0579, 02-08-201715:08, 02-08-201713:35, 02-04-201718:00, 02-05-201711:00, Theft,, Male non- affiliate reports Theft by unknown suspect.  Case Closed.
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-0618, 02-10-201714:11, 02-10-201713:18, 02-09-201718:00, 02-09-201718:00, Theft,, Male non-affiliate reports theft by unknown suspect. Case closed
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-0845, 02-23-201714:40, 02-23-201708:06, 02-23-201707:15, 02-23-201707:25, Theft,," Male non-affiliate reports theft, and misuse of credit card by known suspect. Investigation pending"
" OSU East Medical Center Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-1117, 03-13-201714:27, 03-13-201709:01, 03-10-201716:30, 03-13-201708:00, Theft,, Male staff reports theft by unknown suspect.  Case closed.
" OSU Hospital East Gift Shop Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-1127, 03-14-201713:18, 03-14-201710:08, 03-14-201710:08, 03-14-201710:08, Theft,," Male non-affiliate, Troy Anthony Bass, age 50, was arrested for Theft. Arrest adult."
" OSU Hospitals East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-1185, 03-17-201721:55, 03-17-201721:01, 12-27-201601:00, 12-27-201723:00, Theft,," Male non-affiliate reports theft, unknown suspect. Case Closed."
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-1194, 03-18-201717:14, 03-18-201714:24, 03-17-201717:00, 03-18-201714:24, Theft,, Female staff reports Theft by an unknown suspect. Case closed.
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-1339, 03-29-201714:54, 03-29-201714:11, 03-28-201714:00, 03-28-201714:05, Theft,, Female staff reports Theft by an unknown suspect. Case closed.
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-1363, 03-30-201720:59, 03-30-201714:18, 03-30-201714:00, 03-30-201714:18, Theft,, Female non-affiliate reports Theft by a known suspect. Case closed.
" OSU Hospitals East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-1787, 04-21-201714:41, 04-21-201712:53, 04-21-201712:53, 04-21-201712:53, Theft,," Male non-affiliate, William M. Ledsome age 63, arrested for theft.  Arrest adult."
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-2426, 06-02-201710:35, 06-02-201710:00, 06-02-201709:50, 06-02-201709:50, Theft,, Male staff reports theft by known suspect. Case closed
" OSU East Medical Center Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-2437, 06-02-201719:49, 06-02-201718:41, 05-24-201708:00, 05-28-201714:00, Theft,, Female non-affiliate reports Theft by an unknown suspect. Case closed.
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-2532, 06-08-201722:48, 06-08-201714:25, 06-07-201712:00, 06-07-201712:05, Theft,, Female staff reports theft by unknown suspect.  Case closed.
" OSU Hospitals East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-2674, 06-17-201701:33, 06-16-201722:42, 06-15-201723:00, 06-16-201711:00, Theft,, Female Non-Affiliate reports Theft by Unknown Suspect.  Case closed
" OSU Hospital East Gift Shop Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-2807, 06-26-201713:43, 06-26-201711:26, 06-26-201711:26, 06-26-201711:50, Theft,, Arlie E Curtis non-affiliate was arrested for theft. Arrest Adult.
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-3308, 08-02-201706:15, 08-02-201700:26, 07-16-201723:00, 07-17-201706:30, theft,, Male non affiliate reports theft by unknown suspect.  Case Closed
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-3383, 08-07-201714:41, 08-07-201713:28, 08-01-201708:00, 08-01-201709:30, Theft,, Male Non-Affiliate reports theft by unknown persons.\r\nCase closed
" OSU East Medical Center Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-3490, 08-13-201715:02, 08-13-201714:01, 08-13-201714:01, 08-13-201714:01, Theft,, Male non-affiliate reports theft by unknown person.  Case closed.
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-3558, 08-29-201707:53, 08-17-201721:08, 08-17-201720:45, 08-17-201721:00, Theft,, Female staff reports Theft by unknown suspect. Case closed.
" OSU East Medical Center Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-3847, 08-29-201721:15, 08-29-201716:19, 08-29-201716:04, 08-29-201716:06, Theft,, Male staff reports Theft by unknown suspects. Case closed.
" OSU East Medical Center Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-4522, 09-29-201714:50, 09-29-201710:44, 09-29-201710:44, 09-29-201710:44, Theft,, Female staff reports theft from building by unknown suspect. Case Closed.
" OSU East Medical Center Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-4779, 10-12-201714:21, 10-12-201711:04, 10-12-201710:45, 10-12-201710:58, Theft,, Male staff reports theft with a known suspect. case closed.
" OSU East Medical Center Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-4780, 10-12-201714:25, 10-12-201711:54, 10-09-201709:30, 10-09-201710:00, Theft,, Female staff reports attempted theft by a known suspect. Case Closed.
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-3252, 07-28-201706:46, 07-28-201701:45, 07-27-201722:53, 07-27-201723:24, Theft (From Auto),, Female staff reports theft from auto by an unknown suspect.   Case closed
" OSU Hospital East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-3253, 07-28-201706:47, 07-28-201704:41, 07-27-201722:53, 07-27-201723:24, Theft (From Auto),, Female staff reports theft from auto by an unknown suspect.   Case closed
" University Hospitals East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-0258, 01-20-201721:58, 01-20-201717:37, 01-20-201717:04, 01-20-201717:04, Theft (Of Auto),, Female staff reports Theft (Of Auto) by an unknown suspect. Investigation pending.
" OSU Hospitals East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-0473, 02-03-201706:46, 02-03-201700:30, 02-02-201717:50, 02-02-201717:50, Theft (Of Auto),, Male staff reports Theft (Of Auto) by unknown suspect. Investigation pending.
" OSU East Hospital Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-2758, 07-07-201713:55, 06-22-201708:01, 06-22-201707:47, 06-22-201707:48, Theft (Of Auto),, Male non-affiliate reports theft of auto by unknown suspect. Closed.
" OSU Hospitals East Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-2795, 06-25-201713:25, 06-25-201705:15, 06-25-201704:21, 06-25-201704:21, Theft (Of Auto),, Female non affiliate reports theft of Auto by known suspects.  Invest pending
" OSU East Medical Center Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-3889, 09-01-201714:20, 08-31-201714:00, 08-31-201714:00, 08-31-201714:00, Theft (Of Auto),, Female non-affiliate reports theft of vehicle by unknown suspect. Investigation Pending.
" OSU East Medical Center Ohio State Campus, Columbus, Ohio",39.9706009,-82.9628067,"39.9706009, -82.9628067",17-4808, 10-13-201714:02, 10-13-201712:05, 10-13-201711:45, 10-13-201711:45, Traffic Crash-Property Damage,, Male staff reports a property damage traffic crash. Case Closed.
" Talbot Hall Ohio State Campus, Columbus, Ohio",39.971039,-82.9632863,"39.971039, -82.9632863",17-3940, 09-02-201722:51, 09-02-201720:17, 09-02-201720:17, 09-02-201721:00, Assist Other Agency,," Male non-affilliate, Hebert O. Slaughter 51 yoa, was arrested on an oustanding warrant. Arrest adult."
" Talbot Hall Ohio State Campus, Columbus, Ohio",39.971039,-82.9632863,"39.971039, -82.9632863",17-0045, 01-05-201719:59, 01-05-201716:48, 01-05-201716:48, 01-05-201716:48, Criminal Trespass,, Male staff reports Criminal Trespass by a known subject. Case closed.
" Talbot Hall Ohio State Campus, Columbus, Ohio",39.971039,-82.9632863,"39.971039, -82.9632863",17-0544, 02-06-201714:50, 02-06-201712:25, 02-06-201712:25, 02-06-201712:25, Criminal Trespass,, Male staff reports Criminal Trespass by known suspect.  Case Closed.
" Talbot Hall Ohio State Campus, Columbus, Ohio",39.971039,-82.9632863,"39.971039, -82.9632863",17-1123, 03-13-201721:55, 03-13-201721:11, 03-13-201721:13, 03-13-201721:13, Criminal Trespass,," Male non-affiliate, Herbert O. Slaughter age 51, arrested for criminal trespass.  Arrest adult."
" Talbot Hall Ohio State Campus, Columbus, Ohio",39.971039,-82.9632863,"39.971039, -82.9632863",17-0346, 01-25-201721:43, 01-25-201721:00, 01-25-201721:00, 01-25-201721:00, Drug Paraphernalia,, Female staff reports drug paraphernalia by unknown suspect.  Case closed.
" Talbot Hall Ohio State Campus, Columbus, Ohio",39.971039,-82.9632863,"39.971039, -82.9632863",17-3519, 08-17-201708:34, 08-15-201710:00, 08-15-201706:58, 08-15-201707:32, Drug Paraphernalia,, Male staff reports drug paraphernalia by unknown suspect.  Case closed.
" Talbot Hall Ohio State Campus, Columbus, Ohio",39.971039,-82.9632863,"39.971039, -82.9632863",17-3671, 08-22-201722:06, 08-22-201715:42, 08-22-201715:15, 08-22-201715:15, Drug Paraphernalia,, Male staff reports Possession of Drug Paraphernalia by a known suspect. Case closed.
" Talbot Hall Ohio State Campus, Columbus, Ohio",39.971039,-82.9632863,"39.971039, -82.9632863",17-4772, 10-11-201722:48, 10-11-201718:05, 10-11-201715:30, 10-11-201715:35, Drug Paraphernalia,, Female staff reports possession of drug paraphernalia by unknown suspect.  Case closed.
" Talbot Hall Ohio State Campus, Columbus, Ohio",39.971039,-82.9632863,"39.971039, -82.9632863",17-2427, 06-05-201712:30, 06-02-201713:17, 06-02-201713:17, 06-02-201713:17, Possessing Drug Abuse Instruments,, Male staff reports Possessing Drug Abuse Instruments and Drug Paraphernalia by a known suspect. Case closed.
" Talbot Hall Ohio State Campus, Columbus, Ohio",39.971039,-82.9632863,"39.971039, -82.9632863",17-2722, 06-20-201708:12, 06-19-201719:41, 06-19-201719:30, 06-19-201719:30, Possessing Drug Abuse Instruments,, Male staff reports Possession of Drug Abuse Instruments and Possession of Drug Paraphernalia by unknown suspect.  Case Closed
" Talbot Hall Ohio State Campus, Columbus, Ohio",39.971039,-82.9632863,"39.971039, -82.9632863",17-2529, 06-09-201708:14, 06-08-201713:13, 06-08-201713:13, 06-08-201713:13, Possession of Drug Paraphernalia,, Female staff reports possession of drug paraphernalia by known suspect. Case closed
" Talbot Hall Ohio State Campus, Columbus, Ohio",39.971039,-82.9632863,"39.971039, -82.9632863",17-4736, 10-09-201720:58, 10-09-201716:25, 10-09-201716:25, 10-09-201716:25, Possession of Drugs,, Male staff reports Possession of Drugs by unknown suspect. Case Closed.
" Talbot Hall Ohio State Campus, Columbus, Ohio",39.971039,-82.9632863,"39.971039, -82.9632863",17-2504, 06-07-201716:07, 06-07-201713:49, 05-31-201710:00, 06-05-201719:30, Theft,, Female staff reports theft by unknown persons. Case closed
" Talbot Hall Ohio State Campus, Columbus, Ohio",39.971039,-82.9632863,"39.971039, -82.9632863",17-3242, 07-28-201714:57, 07-27-201712:03, 07-27-201711:30, 07-27-201711:45, Theft,, Male non-affiliate reports Theft by a known suspect. Investigation pending.
" Care Point East Ohio State Campus, Columbus, Ohio",39.97869,-82.96307,"39.97869, -82.96307",17-0029, 01-04-201714:54, 01-04-201713:09, 01-04-201713:09, 01-04-201713:09, Administrative Information,, Male staff reports administrative information.   Case closed
" Care Point East Ohio State Campus, Columbus, Ohio",39.97869,-82.96307,"39.97869, -82.96307",17-3200, 07-24-201714:39, 07-24-201713:20, 07-24-201713:20, 07-24-201713:20, Administrative Information,, Female staff reports Administrative Information. Case closed
" Care Point East Ohio State Campus, Columbus, Ohio",39.97869,-82.96307,"39.97869, -82.96307",17-3233, 07-26-201714:49, 07-26-201711:33, 07-26-201711:10, 07-26-201711:33, Administrative Information,, Female staff reports administrative information. Case Closed.
" Care Point East Ohio State Campus, Columbus, Ohio",39.97869,-82.96307,"39.97869, -82.96307",17-3825, 08-29-201713:15, 08-28-201709:52, 08-28-201709:52, 08-28-201711:00, Administrative Information,, Male staff reports administrative information. Case Closed.
